Input_FlowID,Input_layer,Input_layer_key,Output_FlowID,TC_target_layer,TC_target_key,value,value_min,value_max,is_residual,process,technology,source
F_dismantled,Layer 3,Motors_mixed,F_loss_refining,Layer 4,Nb,0.95,0.7125,0.9625,,refining,pyro,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_dismantled,Layer 3,Motors_mixed,F_loss_refining,Layer 4,Nd,0.9,0.675,0.925,,refining,pyro,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_dismantled,Layer 3,Motors_mixed,F_loss_refining,Layer 4,Pr,0.9,0.675,0.925,,refining,pyro,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_dismantled,Layer 3,Motors_mixed,F_loss_refining,Layer 4,Tb,0.9,0.675,0.925,,refining,pyro,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_dismantled,Layer 3,Motors_mixed,F_loss_refining,Layer 4,rest,1.0,1.0,1.0,,refining,pyro,decision: unspecified material is not recovered
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,Al,0.5,0.3,0.7,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: aluminium separates reasonably well"
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,Co,0.15,0.05,0.35,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: largely follows the ferrous fraction"
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,Cu,0.5,0.3,0.7,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: more of it trapped with the ferrous fraction"
F_shredded,Layer 3,Wiring_mixed,F_recovered_shredder,Layer 4,Cu,0.55,0.35,0.75,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: harness copper partly recovered from the non-ferrous fraction, partly lost to shredder residue"
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,Dy,0.01,0.0,0.05,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: follows Nd"
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,Ga,0.02,0.0,0.1,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: trace metal in a shredded stream"
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,Nb,0.02,0.0,0.1,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: trace metal in a shredded stream"
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,Nd,0.01,0.0,0.05,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: a shredded magnet disperses and is lost"
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,Pr,0.01,0.0,0.05,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: follows Nd"
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,Tb,0.01,0.0,0.05,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- replace: follows Nd"
F_shredded,Layer 3,Motors_mixed,F_recovered_shredder,Layer 4,rest,0.0,0.0,0.0,,shredding,hammer_mill,decision: unspecified material is not recovered
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,Al,0.5,0.375,0.625,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,Co,0.85,0.6375,0.8875,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,Cu,0.5,0.375,0.625,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Wiring_mixed,F_loss_shredding,Layer 4,Cu,0.45,0.3375,0.5875,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,Dy,0.99,0.7425,0.9925,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,Ga,0.98,0.735,0.985,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,Nb,0.98,0.735,0.985,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,Nd,0.99,0.7425,0.9925,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,Pr,0.99,0.7425,0.9925,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,Tb,0.99,0.7425,0.9925,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- REPLACE WITH YOUR NUMBER. Was a derived residual; given an asymmetric band reaching 25% of the way to each bound so this case has no residual rows. Carries no measurement."
F_shredded,Layer 3,Motors_mixed,F_loss_shredding,Layer 4,rest,1.0,1.0,1.0,,shredding,hammer_mill,decision: unspecified material is not recovered
