Input_FlowID,Input_layer,Input_layer_key,Output_FlowID,TC_target_layer,TC_target_key,value,value_min,value_max,is_residual,process,technology,source
F_dismantled,Layer 2,Wiring,F_recovered_fe_alloy,Layer 3,copper,0.0,,,,separation,dedicated,"PLACEHOLDER (Claude, not data) -- copper does not report to this stream. A structural zero, not a measurement: the separator sends it elsewhere."
F_dismantled,Layer 2,Motors,F_recovered_fe_alloy,Layer 3,fealloy,0.95,0.75,1,,separation,dedicated,"PLACEHOLDER (Claude, not data) -- magnetic separation is the most dependable step in either route, which is why the shredded figure is barely below the dedicated one. The stream is steel, cast iron AND the ferrite magnets -- ferrite is ferrimagnetic and leaves with the ferrous fraction as an impurity in the steel."
F_dismantled,Layer 2,Motors,F_recovered_fe_alloy,Layer 3,rest,0.0,0,0,,separation,dedicated,decision: unspecified material is not recovered
F_dismantled,Layer 2,Motors,F_loss_separation,Layer 3,alalloy,0.1,0.075,0.325,,separation,dedicated,"PLACEHOLDER (Claude, not data) -- NOT AN INDEPENDENT MEASUREMENT: 1 - what leaves in a stream, widened. This is the ASR and the fines."
F_dismantled,Layer 2,Motors,F_loss_separation,Layer 3,copper,0.05,0.0375,0.2875,,separation,dedicated,"PLACEHOLDER (Claude, not data) -- NOT AN INDEPENDENT MEASUREMENT: 1 - what leaves in a stream, widened. This is the ASR and the fines."
F_dismantled,Layer 2,Wiring,F_loss_separation,Layer 3,copper,0.05,0.0375,0.2875,,separation,dedicated,"PLACEHOLDER (Claude, not data) -- NOT AN INDEPENDENT MEASUREMENT: 1 - what leaves in a stream, widened. This is the ASR and the fines."
F_dismantled,Layer 2,Motors,F_loss_separation,Layer 3,fealloy,0.05,0.0375,0.2875,,separation,dedicated,"PLACEHOLDER (Claude, not data) -- NOT AN INDEPENDENT MEASUREMENT: 1 - what leaves in a stream, widened. This is the ASR and the fines."
F_dismantled,Layer 2,Motors,F_loss_separation,Layer 3,rest,1.0,1,1,,separation,dedicated,decision: unspecified material is not recovered
F_shredded,Layer 2,Motors,F_recovered_cu,Layer 3,alalloy,0.0,,,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- alalloy does not report to this stream. A structural zero, not a measurement: the separator sends it elsewhere."
F_shredded,Layer 2,Motors,F_recovered_cu,Layer 3,copper,0.55,0.35,0.65,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- a harness or a winding handled on its own line granulates and separates cleanly. In a hulk the wire disperses and much of it reports to the ASR or contaminates the ferrous fraction."
F_shredded,Layer 2,Wiring,F_recovered_cu,Layer 3,copper,0.55,0.35,0.65,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- a harness or a winding handled on its own line granulates and separates cleanly. In a hulk the wire disperses and much of it reports to the ASR or contaminates the ferrous fraction."
F_shredded,Layer 2,Motors,F_recovered_cu,Layer 3,fealloy,0.0,,,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- fealloy does not report to this stream. A structural zero, not a measurement: the separator sends it elsewhere."
F_shredded,Layer 2,Motors,F_recovered_cu,Layer 3,rest,0.0,0,0,,shredding,hammer_mill,decision: unspecified material is not recovered
F_shredded,Layer 2,Motors,F_recovered_al_alloy,Layer 3,alalloy,0.7,0.5,0.8,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- eddy-current separation is reliable. What comes out is the ALLOY: the silicon, magnesium and copper alloyed into it stay in it and are not recovered separately."
F_shredded,Layer 2,Motors,F_recovered_al_alloy,Layer 3,copper,0.0,,,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- copper does not report to this stream. A structural zero, not a measurement: the separator sends it elsewhere."
F_shredded,Layer 2,Wiring,F_recovered_al_alloy,Layer 3,copper,0.0,,,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- copper does not report to this stream. A structural zero, not a measurement: the separator sends it elsewhere."
F_shredded,Layer 2,Motors,F_recovered_al_alloy,Layer 3,fealloy,0.0,,,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- fealloy does not report to this stream. A structural zero, not a measurement: the separator sends it elsewhere."
F_shredded,Layer 2,Motors,F_recovered_al_alloy,Layer 3,rest,0.0,0,0,,shredding,hammer_mill,decision: unspecified material is not recovered
F_shredded,Layer 2,Motors,F_recovered_fe_alloy,Layer 3,alalloy,0.0,,,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- alalloy does not report to this stream. A structural zero, not a measurement: the separator sends it elsewhere."
F_shredded,Layer 2,Motors,F_recovered_fe_alloy,Layer 3,copper,0.0,,,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- copper does not report to this stream. A structural zero, not a measurement: the separator sends it elsewhere."
F_shredded,Layer 2,Wiring,F_recovered_fe_alloy,Layer 3,copper,0.0,,,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- copper does not report to this stream. A structural zero, not a measurement: the separator sends it elsewhere."
F_shredded,Layer 2,Motors,F_recovered_fe_alloy,Layer 3,fealloy,0.9,0.7,1,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- magnetic separation is the most dependable step in either route, which is why the shredded figure is barely below the dedicated one. The stream is steel, cast iron AND the ferrite magnets -- ferrite is ferrimagnetic and leaves with the ferrous fraction as an impurity in the steel."
F_shredded,Layer 2,Motors,F_recovered_fe_alloy,Layer 3,rest,0.0,0,0,,shredding,hammer_mill,decision: unspecified material is not recovered
F_shredded,Layer 2,Motors,F_loss_shredding,Layer 3,alalloy,0.3,0.225,0.475,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- NOT AN INDEPENDENT MEASUREMENT: 1 - what leaves in a stream, widened. This is the ASR and the fines."
F_shredded,Layer 2,Motors,F_loss_shredding,Layer 3,copper,0.45,0.3375,0.5875,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- NOT AN INDEPENDENT MEASUREMENT: 1 - what leaves in a stream, widened. This is the ASR and the fines."
F_shredded,Layer 2,Wiring,F_loss_shredding,Layer 3,copper,0.45,0.3375,0.5875,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- NOT AN INDEPENDENT MEASUREMENT: 1 - what leaves in a stream, widened. This is the ASR and the fines."
F_shredded,Layer 2,Motors,F_loss_shredding,Layer 3,fealloy,0.1,0.075,0.325,,shredding,hammer_mill,"PLACEHOLDER (Claude, not data) -- NOT AN INDEPENDENT MEASUREMENT: 1 - what leaves in a stream, widened. This is the ASR and the fines."
F_shredded,Layer 2,Motors,F_loss_shredding,Layer 3,rest,1.0,1,1,,shredding,hammer_mill,decision: unspecified material is not recovered
